"Id","Datum","Kartentyp","Seite","Lokaltyp","Lokalname","Breite_neu","Höhe_neu","Breite_orig","Höhe_orig","MD5","Dateiname_original"
251,"15.07.1919","Tageskarte",1,"Weinrestaurant","Eckel",572,1024,2651,4742,"7fb6f2681d43b870491424d6c4b8b65e","Eckel, Weinrestaurant_F Mon 3503_Tageskarte_15.07.1919_01.jpg"
252,"27.08.1938","Speisen-Karte",1,"Hotel","Europäischer Hof",731,1024,3521,4932,"aceedf61467b9c6347bd084786759f71","Europäischer Hof, Hotel_Speisen-Karte_27.08.1938_01.jpg"
253,"27.08.1938","Speisen-Karte",2,"Hotel","Europäischer Hof",714,1024,3439,4932,"535b9a0321a489fe498431768857aa69","Europäischer Hof, Hotel_Speisen-Karte_27.08.1938_02.jpg"
254,"27.08.1938","Speisen-Karte",3,"Hotel","Europäischer Hof",714,1024,3439,4932,"666101d0ace075d4fb0f289ffc3ceae7","Europäischer Hof, Hotel_Speisen-Karte_27.08.1938_03.jpg"
255,"27.08.1938","Speisen-Karte",4,"Hotel","Europäischer Hof",731,1024,3520,4932,"97cce3a3b72b605acd9b461497a70974","Europäischer Hof, Hotel_Speisen-Karte_27.08.1938_04.jpg"
256,"09.07.1938","Speisen-Karte",1,"Hotel","Excelsior",726,1024,3991,5629,"0ccaf52b68fadfa6cf02e565bb26af86","Excelsior, Hotel_Speisen-Karte_09.07.1938_01.jpg"
257,"09.07.1938","Speisen-Karte",2,"Hotel","Excelsior",1426,1024,7838,5629,"bc18c722e7d5302304732ecc47e853bd","Excelsior, Hotel_Speisen-Karte_09.07.1938_02.jpg"
258,"09.07.1938","Speisen-Karte",3,"Hotel","Excelsior",728,1024,4000,5629,"cf71096eee5e9c44a43de4746953dd72","Excelsior, Hotel_Speisen-Karte_09.07.1938_03.jpg"
259,,"Weinkarte",1,"Hotel","Excelsior",711,1024,3774,5439,"4835eca82faf2172e4cb8d13fc638e9b","Excelsior, Hotel_Weinkarte_01.jpg"
260,,"Weinkarte",2,"Hotel","Excelsior",700,1024,3720,5439,"48a90ab1db7adc36b8ff8b61f55acab3","Excelsior, Hotel_Weinkarte_02.jpg"
261,,"Weinkarte",3,"Hotel","Excelsior",700,1024,3720,5439,"d594ba1fb24e638e88eabd9be6b52087","Excelsior, Hotel_Weinkarte_03.jpg"
262,,"Weinkarte",4,"Hotel","Excelsior",709,1024,3764,5439,"9b3152424c9b8db1c8158e2342f776d9","Excelsior, Hotel_Weinkarte_04.jpg"
263,"08.02.1917","Kriegs-Speisenkarte",1,"Gaststätte","Fahrig",759,1024,3077,4154,"5e64bffd4e2a42fa668c334761a77230","Fahrig, Gaststätte_Kriegs-Speisenkarte_08.02.1917_01.jpg"
264,"08.02.1917","Kriegs-Speisenkarte",2,"Gaststätte","Fahrig",1479,1024,6000,4154,"2d1f1f1a55450bfb5dd537e93fc28a07","Fahrig, Gaststätte_Kriegs-Speisenkarte_08.02.1917_02.jpg"
265,"08.02.1917","Kriegs-Speisenkarte",3,"Gaststätte","Fahrig",759,1024,3077,4154,"97fe90f599480ffec1b465f691d131d7","Fahrig, Gaststätte_Kriegs-Speisenkarte_08.02.1917_03.jpg"
266,"09.07.1938","Speisen-Karte",1,"Gaststätte","Gasthaus zur Festwiese",701,1024,3475,5077,"015b40683a0ee94b6ee19c0c5ebd6bb6","Festwiese, Gasthaus zur_Speisen-Karte_09.07.1938_01.jpg"
267,"16.07.1939","Speisen-Karte",1,"Gaststätte","Gasthaus zur Festwiese",516,1024,3539,7023,"0120601253484225179f4acb09501134","Festwiese, Gasthaus zur_Speisen-Karte_16.07.1939_01.jpg"
268,"1965","Speisenkarte",1,"Festzelt","Fischer Vroni",740,1024,4154,5746,"82b3afca3b183b9f6bdcb8769d77eac0","Fischer-Vroni_Speisenkarte_Oktoberfest 1965_01.jpg"
269,"1965","Speisenkarte",2,"Festzelt","Fischer Vroni",1455,1024,8163,5746,"271bc21d54f617f67e2b98fc9c5b8938","Fischer-Vroni_Speisenkarte_Oktoberfest 1965_02.jpg"
270,"1965","Speisenkarte",3,"Festzelt","Fischer Vroni",737,1024,4136,5746,"607a59310a4af3cdb3ae39427c555a54","Fischer-Vroni_Speisenkarte_Oktoberfest 1965_03.jpg"
271,"01.09.1916","Speisenkarte",1,"Gaststätte","Fränkische Weinstube",658,1024,3611,5620,"fb13fafa6dc29f5780646a0635375100","Fränkische Weinstube_F Mon 3427_Speisenkarte_September 1916_01.jpg"
272,"01.09.1916","Speisenkarte",2,"Gaststätte","Fränkische Weinstube",1289,1024,7077,5620,"eaf67d4d50a7e273525fca42f3c30f26","Fränkische Weinstube_F Mon 3427_Speisenkarte_September 1916_02.jpg"
273,"01.09.1916","Speisenkarte",3,"Gaststätte","Fränkische Weinstube",658,1024,3611,5620,"fd63db47824034635be834d9ffc8243f","Fränkische Weinstube_F Mon 3427_Speisenkarte_September 1916_03.jpg"
274,"01.09.1916","Speisen-Karte",1,"Gaststätte","Fränkische Weinstube",658,1024,3611,5620,"c706f33bbdd8343df4e477fa4bdd15b9","Fränkische Weinstube_F Mon 3428_Speisenkarte_September 1916_01.jpg"
275,"01.09.1916","Speisen-Karte",2,"Gaststätte","Fränkische Weinstube",1274,1024,7050,5665,"374c2cb605c3761f906f9cacb8007de8","Fränkische Weinstube_F Mon 3428_Speisenkarte_September 1916_02.jpg"
276,"12.12.1916","Speisen-Karte",1,"Gaststätte","Fränkische Weinstube",654,1024,3620,5665,"487f52eb212eda5cc91a180129a95a16","Fränkische Weinstube_F Mon 3429_Speisenkarte_12.12.1916_01.jpg"
277,"12.12.1916","Speisen-Karte",2,"Gaststätte","Fränkische Weinstube",1273,1024,7041,5665,"cd7f7c5f7b90adc772c3956f4ed3fb57","Fränkische Weinstube_F Mon 3429_Speisenkarte_12.12.1916_02.jpg"
278,"01.10.1916","Speisen-Karte",1,"Gaststätte","Fränkische Weinstube",651,1024,3602,5665,"666b3674310b175418fdd31b8c40f306","Fränkische Weinstube_o. Sign_Speisenkarte_November 1916_01.jpg"
279,"01.10.1916","Speisen-Karte",2,"Gaststätte","Fränkische Weinstube",1278,1024,7068,5665,"c64fbf1955490b273724b0e8f8803a0a","Fränkische Weinstube_o. Sign_Speisenkarte_November 1916_02.jpg"
280,"10.07.1938","Speisenkarte",1,"Hotel","Fränkischer Hof",725,1024,3602,5086,"69f9fb4eaea99129c0510381ba114624","Fränkischer Hof, Hotel_Speisen-Karte_10.07.1938_01.jpg"
281,"10.07.1938","Speisenkarte",2,"Hotel","Fränkischer Hof",1414,1024,7023,5086,"db39fc0a5543296b12778784ddace9a8","Fränkischer Hof, Hotel_Speisen-Karte_10.07.1938_02.jpg"
282,"10.07.1938","Speisenkarte",3,"Hotel","Fränkischer Hof",722,1024,3584,5086,"f48f3c20e45b4af78183ca11e1aa3fed","Fränkischer Hof, Hotel_Speisen-Karte_10.07.1938_03.jpg"
283,"16.07.1939","Speisenkarte",1,"Hotel","Fränkischer Hof",620,1024,3439,5683,"4ac3be24c81154776ac8edc9e87a7e5b","Fränkischer Hof, Hotel_Speisen-Karte_16.07.1939_01.jpg"
284,"16.07.1939","Speisenkarte",2,"Hotel","Fränkischer Hof",1198,1024,6688,5719,"5457b3635cbe30c2702bcf7173c5f84e","Fränkischer Hof, Hotel_Speisen-Karte_16.07.1939_02.jpg"
285,"16.07.1939","Speisenkarte",3,"Hotel","Fränkischer Hof",616,1024,3439,5719,"5ecd394bf10adfe34145098f11b470ae","Fränkischer Hof, Hotel_Speisen-Karte_16.07.1939_03.jpg"
286,"19.10.1938","Speisen-Karte",1,"Hotel und Gaststätte","Frankfurter Hof",661,1024,3647,5647,"7e63e2c10c01dfb80e62069303fcb361","Frankfurter Hof, Hotel und Gaststätte_Speisen-Karte_19.10.1938_01.jpg"
287,"19.10.1938","Speisen-Karte",2,"Hotel und Gaststätte","Frankfurter Hof",1290,1024,7113,5647,"3fa710c56e80284a3b7ffeedd988acb7","Frankfurter Hof, Hotel und Gaststätte_Speisen-Karte_19.10.1938_02.jpg"
288,"19.10.1938","Speisen-Karte",3,"Hotel und Gaststätte","Frankfurter Hof",662,1024,3648,5647,"4578f1b3956300788e3fbeaee396137c","Frankfurter Hof, Hotel und Gaststätte_Speisen-Karte_19.10.1938_03.jpg"
289,"08.08.1914","Speisen-Karte",1,"Gaststätte","Franziskaner",693,1024,3856,5701,"61776308feb1872872c274f16d08105e","Franziskaner, Gaststätte_F Mon 3396_Speisen-Karte_08.08.1914_01.jpg"
290,"08.08.1914","Speisen-Karte",2,"Gaststätte","Franziskaner",1344,1024,7484,5701,"5fc02aebd4a845c4cc86ddce460f5ead","Franziskaner, Gaststätte_F Mon 3396_Speisen-Karte_08.08.1914_02.jpg"
291,"08.08.1914","Speisen-Karte",3,"Gaststätte","Franziskaner",689,1024,3838,5701,"81316e7a1a080b8be0b636d9266245d2","Franziskaner, Gaststätte_F Mon 3396_Speisen-Karte_08.08.1914_03.jpg"
292,"12.04.1919","Kriegs-Speisenkarte",1,"Gaststätte","Franziskaner",763,1024,3095,4154,"dfff2647bc32e54eadbe342e7781e982","Franziskaner, Gaststätte_F Mon 3483_Kriegs-Speisenkarte_12.04.1919_01.jpg"
293,"12.04.1919","Kriegs-Speisenkarte",2,"Gaststätte","Franziskaner",1475,1024,5982,4154,"1054fbe58443680f1093ffdb37a2ccba","Franziskaner, Gaststätte_F Mon 3483_Kriegs-Speisenkarte_12.04.1919_02.jpg"
294,"12.04.1919","Kriegs-Speisenkarte",3,"Gaststätte","Franziskaner",765,1024,3105,4154,"a350bf98092fa4045d94ae949203e2af","Franziskaner, Gaststätte_F Mon 3483_Kriegs-Speisenkarte_12.04.1919_03.jpg"
295,"06.05.1920","Kriegs-Speisenkarte",1,"Gaststätte","Franziskaner",765,1024,3105,4154,"4d5dbdd054719dbe43300f12083cacdf","Franziskaner, Gaststätte_F Mon 3487_Kriegs-Speisenkarte_06.05.1920_01.jpg"
296,"06.05.1920","Kriegs-Speisenkarte",2,"Gaststätte","Franziskaner",1461,1024,5928,4154,"64eb286a9d28d569a676a3d334980be2","Franziskaner, Gaststätte_F Mon 3487_Kriegs-Speisenkarte_06.05.1920_02.jpg"
297,"06.05.1920","Kriegs-Speisenkarte",3,"Gaststätte","Franziskaner",759,1024,3077,4154,"9ed003c45a90959861362d418a488f95","Franziskaner, Gaststätte_F Mon 3487_Kriegs-Speisenkarte_06.05.1920_03.jpg"
298,"12.12.1975","Tageskarte",1,"Gaststätte","Franziskaner",1084,1024,6036,5701,"67ee77256537c8f99c864d6482987140","Franziskaner, Gaststätte_Tageskarte_12.12.1975_01.jpg"
299,"12.12.1975","Tageskarte",2,"Gaststätte","Franziskaner",1084,1024,6036,5701,"893ec82c8894b7e55229a0bb8c42a424","Franziskaner, Gaststätte_Tageskarte_12.12.1975_02.jpg"
300,"25.02.1977","Tageskarte",1,"Gaststätte","Franziskaner",1093,1024,5891,5520,"73d8bd2fd73b0a643a41b1ab889b86ca","Franziskaner, Gaststätte_Tageskarte_25.02.1977_01.jpg"
301,"25.02.1977","Tageskarte",2,"Gaststätte","Franziskaner",1093,1024,5891,5520,"a5f4b33cdf6ac0341e8cde64d92e1676","Franziskaner, Gaststätte_Tageskarte_25.02.1977_02.jpg"
302,"04.09.1918","Kriegs-Speisenkarte",1,"Gaststätte","Fraunhofer-Garten",755,1024,3077,4172,"fd48f1257a6d48914ac519bba9764c98","Fraunhofer-Garten, Gaststätte_F Mon 3498_Kriegs-Speisenkarte_04.09.1918_01.jpg"
303,"04.09.1918","Kriegs-Speisenkarte",2,"Gaststätte","Fraunhofer-Garten",1464,1024,5964,4172,"942a76dd29be97a6657fce6ff6e20949","Fraunhofer-Garten, Gaststätte_F Mon 3498_Kriegs-Speisenkarte_04.09.1918_02.jpg"
304,"04.09.1918","Kriegs-Speisenkarte",3,"Gaststätte","Fraunhofer-Garten",757,1024,3086,4172,"8ff666fd34b0c0d9a85ea95075793ce8","Fraunhofer-Garten, Gaststätte_F Mon 3498_Kriegs-Speisenkarte_04.09.1918_03.jpg"
305,,,1,"Restaurant","Friedensengel",558,1024,2661,4887,"b77173527dd1d73b773da3976b9c4913","Friedensengel, Restaurant_Fischkarte_01.jpg"
306,"14.09.1975","Tageskarte",1,"Restaurant","Friedensengel",558,1024,2661,4887,"b698b57dd73758fa6d06c67960052718","Friedensengel, Restaurant_Tageskarte_14.09.1975_01.jpg"
307,"27.08.1938","Speisen-Karte",1,"Cafe und Restaurant","Gassner",722,1024,3592,5095,"da200f6d484e5d6ce6796bdff5abac27","Gassner, Kaffee-Restaurant_Speisen-Karte_27.08.1938_01.jpg"
308,"27.08.1938","Speisen-Karte",2,"Cafe und Restaurant","Gassner",1410,1024,7014,5095,"79abac5bec70d4e8414bc8bfb1473a27","Gassner, Kaffee-Restaurant_Speisen-Karte_27.08.1938_02.jpg"
309,"01.01.1943","Speisenkarte",1,"Cafe und Restaurant","Gassner",644,1024,3358,5339,"953ec91b14c7b68d96bf31c122e0f128","Gassner, Kaffee-Restaurant_Speisenkarte_01.01.1943_01.jpg"
310,"03.07.1942","Speisen-Karte",1,"Hotel","Germania",500,1024,2426,4968,"43492866545631a0bd53995fbb68cf57","Germania, Hotel_Speisen-Karte_03.07.1942_01.jpg"
311,"03.07.1942","Speisen-Karte",2,"Hotel","Germania",961,1024,4661,4968,"f0809ef703dbfdcf1621902ac383c806","Germania, Hotel_Speisen-Karte_03.07.1942_02.jpg"
312,"16.07.1939","Speisen-Karte",1,"Hotel","Germania",657,1024,3593,5602,"66a6aea289f20b31784278302f39525d","Germania, Hotel_Speisen-Karte_16.07.1939_01.jpg"
313,"16.07.1939","Speisen-Karte",2,"Hotel","Germania",650,1024,3556,5602,"3f15e375983b0d5b256bc5d1b4aa89f9","Germania, Hotel_Speisen-Karte_16.07.1939_02.jpg"
314,"16.07.1939","Speisen-Karte",3,"Hotel","Germania",650,1024,3556,5602,"2188978b14839ab25b929d9155bdbc43","Germania, Hotel_Speisen-Karte_16.07.1939_03.jpg"
315,"16.07.1939","Speisen-Karte",4,"Hotel","Germania",736,1024,2516,3502,"b54bc0172daac7986210aa54f8948ed1","Germania, Hotel_Speisen-Karte_16.07.1939_04.jpg"
316,"26.08.1938","Speise-Karte",1,"Gaststätte","Goethe-Burg",799,1024,4154,5321,"7a3616f71be0143f8d1508de96d3acd0","Goethe-Burg, Gaststätte_Speise-Karte_26.08.1938_01.jpg"
317,"27.08.1938","Speise-Karte",1,"Gaststätte","Goethe-Burg",799,1024,4154,5321,"bc8e919c92f47be97dfe38dde9767005","Goethe-Burg, Gaststätte_Speise-Karte_27.08.1938_01.jpg"
318,"26.08.1938","Weinkarte",1,"Gaststätte","Goethe-Burg",629,1024,2046,3331,"c3911d793cadfedb9f24e5643473a125","Goethe-Burg, Gaststätte_Weinkarte_26-27.08.1938_01.jpg"
319,"26.08.1938","Weinkarte",2,"Gaststätte","Goethe-Burg",629,1024,2046,3331,"760e10645f5b8fb892e3a481be09af69","Goethe-Burg, Gaststätte_Weinkarte_26-27.08.1938_02.jpg"
320,"26.08.1938","Speisekarte",1,"Gaststätte","Goethehof",1054,1024,5068,4923,"63af7210810ae39aa79e0d982301b373","Goethehof, Gaststätte_Speisekarte_26.08.1938_01.jpg"
321,"16.07.1939","Speisenkarte",1,"Hotel und Gaststätte","Goldenes Lamm",744,1024,4144,5701,"3b9dff9b870120477a662ff319519bba","Goldenes Lamm, Hotel und Gaststätte_Speisenkarte_16.07.1939_01.jpg"
322,"09.03.1943","Speisen-Karte",1,"Hotel und Gaststätte","Grüner Hof",679,1024,2552,3847,"809c491c8d099771f0f5b6a8acc83ece","Grüner Hof, Hotel und Gaststätte_Speisen-Karte_09.03.1943_01.jpg"
323,"09.03.1943","Speisen-Karte",2,"Hotel und Gaststätte","Grüner Hof",679,1024,2552,3847,"c6de9f279c5dd888502f8898a7b397a8","Grüner Hof, Hotel und Gaststätte_Speisen-Karte_09.03.1943_02.jpg"
324,"27.08.1938","Speisen-Karte",1,"Hotel und Gaststätte","Grüner Hof",694,1024,3783,5584,"35b2d4db6010c8a097aa9a759091ae27","Grüner Hof, Hotel und Gaststätte_Speisen-Karte_27.08.1938_01.jpg"
325,"27.08.1938","Speisen-Karte",2,"Hotel und Gaststätte","Grüner Hof",1353,1024,7376,5584,"f0ae2c89ce0f74fe3b7c2de8aaeebd39","Grüner Hof, Hotel und Gaststätte_Speisen-Karte_27.08.1938_02.jpg"
326,"27.08.1938","Speisen-Karte",3,"Hotel und Gaststätte","Grüner Hof",697,1024,3801,5584,"326de346f36b6361e38b354d59187e51","Grüner Hof, Hotel und Gaststätte_Speisen-Karte_27.08.1938_03.jpg"
327,"10.07.1938","Speisen-Karte",1,"Hotel","Grosser Rosengarten",596,1024,3855,6624,"ff7afac8b2d93e2502da42afd4bcfbbf","Grosser Rosengarten, Hotel_Speisen-Karte_10.07.1938_01.jpg"
328,"10.07.1938","Speisen-Karte",2,"Hotel","Grosser Rosengarten",1165,1024,6443,5665,"d4bdbc76244d6342a8b06b20916729d7","Grosser Rosengarten, Hotel_Speisen-Karte_10.07.1938_02.jpg"
329,"10.07.1938","Speisen-Karte",3,"Hotel","Grosser Rosengarten",559,1024,2145,3927,"8daffcce30be26e879a09f6a3bb26003","Grosser Rosengarten, Hotel_Speisen-Karte_10.07.1938_03.jpg"
330,"30.01.1943","Speisen-Karte",1,"Hotel","Grosser Rosengarten",461,1024,2543,5647,"d94231425d54c510dfe17bc3e5b7ad77","Grosser Rosengarten, Hotel_Speisen-Karte_30.01.1943_01.jpg"
331,"26.08.1938","Karte für Speisen",1,"Gaststätte","Hacker-Bräustübl",653,1024,3602,5647,"05ac68db4df3b1c14dd1af414b1660d9","Hacker-Bräustübl_Karte für Speisen_26.08.1938_01.jpg"
332,"26.08.1938","Karte für Speisen",2,"Gaststätte","Hacker-Bräustübl",1278,1024,7050,5647,"a3a99198c0b136fb148fd91610b4f7aa","Hacker-Bräustübl_Karte für Speisen_26.08.1938_02.jpg"
333,"26.08.1938","Karte für Speisen",3,"Gaststätte","Hacker-Bräustübl",653,1024,3602,5647,"f7e8bc04bd4a87eb2d159d5dab60b552","Hacker-Bräustübl_Karte für Speisen_26.08.1938_03.jpg"
334,"1965","Speisenkarte",1,"Festzelt","Hackerbräu",719,1024,4028,5737,"ce7ceb0f332b230c1ed589d03d761a47","Hackerbräu, Festhalle_Speisenkarte_Oktoberfest 1965_01.jpg"
335,"1967","Tageskarte",1,"Restaurant","Hahn",521,1024,1801,3538,"186ea16cbc5b9a980045229db2f941cd","Hahn, Gourmet-Restaurant_Tageskarte_1967_01.jpg"
336,"1967","Tageskarte",2,"Restaurant","Hahn",1391,1024,4806,3538,"05d876216ec95dfb6e194988fb5c786c","Hahn, Gourmet-Restaurant_Tageskarte_1967_02.jpg"
337,"27.08.1938","Speisenkarte",1,"Gaststätte","Hauptbahnhof Gaststätten München",743,1024,3657,5041,"45cd76d5214a83b458ea8c4c7d771d7b","Hauptbahnhof Gaststätten München, Nordbau III. Klasse_Speisenkarte_27.08.1938_01.jpg"
338,"06.05.1916","Speisenkarte",1,"Restaurant","Helgoland",674,1024,3783,5746,"ec8aceae2d35aca55d42974d63834523","Helgoland, Restaurant_F Mon 3430_Speisenkarte_06.05.1916_01.jpg"
339,"06.05.1916","Speisenkarte",2,"Restaurant","Helgoland",660,1024,3702,5746,"812c748d459235481eacf4da31648826","Helgoland, Restaurant_F Mon 3430_Speisenkarte_06.05.1916_02.jpg"
340,"06.05.1916","Speisenkarte",3,"Restaurant","Helgoland",660,1024,3702,5746,"a18e72f7bb00c6d48a193099abdd3bb1","Helgoland, Restaurant_F Mon 3430_Speisenkarte_06.05.1916_03.jpg"
341,"06.05.1916","Speisenkarte",4,"Restaurant","Helgoland",678,1024,3783,5710,"ea68e674dd10c0210b3e917d1d2fbc17","Helgoland, Restaurant_F Mon 3430_Speisenkarte_06.05.1916_04.jpg"
342,"20.10.1916","Speisen-Karte",1,"Restaurant","Helgoland",579,1024,3167,5602,"d18f6ef914509bcafd87a9ae412303cd","Helgoland, Restaurant_F Mon 3431_Speisen-Karte_20.10.1916_01.jpg"
343,"20.10.1916","Speisen-Karte",2,"Restaurant","Helgoland",568,1024,3132,5647,"a136b180f98705b19a61d2fafedadb27","Helgoland, Restaurant_F Mon 3431_Speisen-Karte_20.10.1916_02.jpg"
344,"20.10.1916","Speisen-Karte",3,"Restaurant","Helgoland",568,1024,3132,5647,"464dc5ca9f3cb5a5acd437ad514cdeba","Helgoland, Restaurant_F Mon 3431_Speisen-Karte_20.10.1916_03.jpg"
345,"20.10.1916","Speisen-Karte",4,"Restaurant","Helgoland",574,1024,3167,5647,"2068649bcd5450e695c8d5d116e39801","Helgoland, Restaurant_F Mon 3431_Speisen-Karte_20.10.1916_04.jpg"
346,"13.07.1922","Speisekarte",1,"Restaurant","Helgoland",745,1024,3358,4616,"79a3dbfdd984baf397188a0fa539c8b4","Helgoland, Restaurant_F Mon 3506_Speisekarte_13.07.1922_01.jpg"
347,"13.07.1922","Speisekarte",2,"Restaurant","Helgoland",1447,1024,6525,4616,"294bfba0a745caa1cd1337112e678761","Helgoland, Restaurant_F Mon 3506_Speisekarte_13.07.1922_02.jpg"
348,"13.07.1922","Speisekarte",3,"Restaurant","Helgoland",745,1024,3358,4616,"256e148b7f7dc777742d1deea657bf50","Helgoland, Restaurant_F Mon 3506_Speisekarte_13.07.1922_03.jpg"
349,"27.07.1922","Speisekarte",1,"Restaurant","Helgoland",733,1024,3358,4688,"502fecc1eba41edd8dc8a924adf9e72c","Helgoland, Restaurant_F Mon 3507_Speisekarte_27.07.1922_01.jpg"
350,"27.07.1922","Speisekarte",2,"Restaurant","Helgoland",1432,1024,6507,4652,"3f35ff2c102856ca992b3980d6506862","Helgoland, Restaurant_F Mon 3507_Speisekarte_27.07.1922_02.jpg"
351,"27.07.1922","Speisekarte",3,"Restaurant","Helgoland",737,1024,3349,4652,"62bf436e24c0c2be2e4bfcf975e3feca","Helgoland, Restaurant_F Mon 3507_Speisekarte_27.07.1922_03.jpg"
352,"15.05.1922","Speisekarte",1,"Restaurant","Helgoland",741,1024,3348,4624,"1b43da6eeaf6194a8a5e974fd124d807","Helgoland, Restaurant_F Mon 3509_Speisekarte_15.05.1922_01.jpg"
353,"15.05.1922","Speisekarte",2,"Restaurant","Helgoland",1441,1024,6507,4624,"67ceab06f8af3ce8795b4d76ba09c962","Helgoland, Restaurant_F Mon 3509_Speisekarte_15.05.1922_02.jpg"
354,"15.05.1922","Speisekarte",3,"Restaurant","Helgoland",742,1024,3349,4624,"da0b17934d02cb15a18fa6bbf34badd9","Helgoland, Restaurant_F Mon 3509_Speisekarte_15.05.1922_03.jpg"
355,"14.06.1922","Speisekarte",1,"Restaurant","Helgoland",742,1024,3349,4624,"37120b15d21eebe040bb10a568649ca5","Helgoland, Restaurant_F Mon 3510_Speisekarte_14.06.1922_01.jpg"
356,"14.06.1922","Speisekarte",2,"Restaurant","Helgoland",1441,1024,6507,4624,"1c54bcc4f10747f81de3d4264db29746","Helgoland, Restaurant_F Mon 3510_Speisekarte_14.06.1922_02.jpg"
357,"14.06.1922","Speisekarte",3,"Restaurant","Helgoland",744,1024,3358,4624,"ceff431c5cd00a6267b0d7e323f767e3","Helgoland, Restaurant_F Mon 3510_Speisekarte_14.06.1922_03.jpg"
358,"28.07.1922","Speisekarte",1,"Restaurant","Helgoland",732,1024,3349,4688,"43938549e6bc13516208b3158072909d","Helgoland, Restaurant_F Mon 3511_Speisekarte_28.07.1922_01.jpg"
359,"28.07.1922","Speisekarte",2,"Restaurant","Helgoland",1417,1024,6489,4688,"5d2c41ab9cc3a072b70f86be958bc4ed","Helgoland, Restaurant_F Mon 3511_Speisekarte_28.07.1922_02.jpg"
360,"28.07.1922","Speisekarte",3,"Restaurant","Helgoland",729,1024,3339,4688,"bf996ab934168c777fef07a4ffc83e8f","Helgoland, Restaurant_F Mon 3511_Speisekarte_28.07.1922_03.jpg"
361,"21.06.1922","Speisekarte",1,"Restaurant","Helgoland",744,1024,3358,4624,"6f9acbd205e8603847af9acf0b28f21a","Helgoland, Restaurant_F Mon 3513_Speisekarte_21.06.1922_01.jpg"
362,"21.06.1922","Speisekarte",2,"Restaurant","Helgoland",1430,1024,6507,4661,"be696c712b0f5f58a0998b835b132209","Helgoland, Restaurant_F Mon 3513_Speisekarte_21.06.1922_02.jpg"
363,"21.06.1922","Speisekarte",3,"Restaurant","Helgoland",738,1024,3358,4661,"1634b7f970a0ab1e6f3cc7f0ed199957","Helgoland, Restaurant_F Mon 3513_Speisekarte_21.06.1922_03.jpg"
364,"01.05.1923","Speisekarte",1,"Restaurant","Helgoland",695,1024,3810,5611,"80c38c196c5345c89dd648d55a5d6e4f","Helgoland, Restaurant_F Mon 3514_Speisekarte_Mai 1923_01.jpg"
365,"01.05.1923","Speisekarte",2,"Restaurant","Helgoland",1348,1024,7385,5611,"dd83b20453bbefcb591b9213240fa1b9","Helgoland, Restaurant_F Mon 3514_Speisekarte_Mai 1923_02.jpg"
366,"01.05.1923","Speisekarte",3,"Restaurant","Helgoland",695,1024,3810,5611,"cc463010ddf07496aeca497875c6bb0b","Helgoland, Restaurant_F Mon 3514_Speisekarte_Mai 1923_03.jpg"
367,"25.09.1923","Speisekarte",1,"Restaurant","Helgoland",689,1024,3774,5611,"2246779a070bc2025348a44126694564","Helgoland, Restaurant_F Mon 3520_Speisekarte_25.09.1923_01.jpg"
368,"25.09.1923","Speisekarte",2,"Restaurant","Helgoland",689,1024,3774,5611,"9b3c75ccb99c9824d35a2e7d84ed1bcc","Helgoland, Restaurant_F Mon 3520_Speisekarte_25.09.1923_02.jpg"
369,"05.11.1923","Speisekarte",1,"Restaurant","Helgoland",689,1024,3774,5611,"013c201c8ea28fa7e20eeea4c2642f59","Helgoland, Restaurant_F Mon 3521_Speisekarte_05.11.1923_01.jpg"
370,"05.11.1923","Speisekarte",2,"Restaurant","Helgoland",689,1024,3774,5611,"30edfa83e52df1619d74c6cbe442ddcc","Helgoland, Restaurant_F Mon 3521_Speisekarte_05.11.1923_02.jpg"
371,"29.10.1924","Speisekarte",1,"Restaurant","Helgoland",689,1024,3774,5611,"62618a4dbfe1a1dc9d77c0cefe2295d2","Helgoland, Restaurant_F Mon 3522_Speisekarte_29.10.1924_01.jpg"
372,"29.10.1924","Speisekarte",2,"Restaurant","Helgoland",689,1024,3774,5611,"9c08e391f260ec740e30a9e3ee1d34c0","Helgoland, Restaurant_F Mon 3522_Speisekarte_29.10.1924_02.jpg"
373,"03.08.1922","Speisekarte",1,"Restaurant","Helgoland",749,1024,3402,4651,"4a0f2724183058a6b6edcc1acebdb6e1","Helgoland, Restaurant_o. Sign_Speisekarte_03.08.1922_01.jpg"
374,"03.08.1922","Speisekarte",2,"Restaurant","Helgoland",1447,1024,6570,4651,"963b23fa10e317b45b21c82d2b98862a","Helgoland, Restaurant_o. Sign_Speisekarte_03.08.1922_02.jpg"
375,"03.08.1922","Speisekarte",3,"Restaurant","Helgoland",749,1024,3403,4651,"209761f83fdf8e350488521fa8c39b3c","Helgoland, Restaurant_o. Sign_Speisekarte_03.08.1922_03.jpg"
376,"25.11.1923","Speisekarte",1,"Restaurant","Helgoland",689,1024,3774,5611,"ffa83d8cc6ea06f20d32398ad37e7776","Helgoland, Restaurant_o. Sign_Speisekarte_25.11.1923_01.jpg"
377,"25.11.1923","Speisekarte",2,"Restaurant","Helgoland",689,1024,3774,5611,"06332a1d69ec8ebe9f18b440b93037ab","Helgoland, Restaurant_o. Sign_Speisekarte_25.11.1923_02.jpg"
